Thématique;Sous-thème;mot;noyau;genre;mot en chinois;phrases françaises;phrases chinoises;tag;
alimentation;viande;pêcher;1;v.;??;Mon frère a pêché des carpes.;????????;pêcher /carpe;
alimentation;légume;persil;1;m.;??;Je me sers beaucoup de persil en cuisine.;??????????;persil /cuisine /servir (se);
alimentation;manger;pique-nique;1;m.;??;On a prévu de faire un pique-nique.;???????;pique-nique /prévenir /faire;
alimentation;farine;pizza;1;f.;??;C'est une pizza aux anchois.;????????;pizza /anchois;
alimentation;ustensile;plat;1;m.;??;Prends le plat en inox.;??????????;plat /inox /prendre;
alimentation;fruit;poire;1;f.;?;Choisis les poires bien mûres.;???????;poire /choisir;
alimentation;légume;poireau;1;m.;??;J'ai mis du poireau dans la soupe.;?????????;poireau /soupe /mettre;
alimentation;viande;poissonnerie;1;f.;??;Passe à la poissonnerie ce soir.;????????;poissonnerie /passer;
alimentation;viande;poissonnier, ère;1;m. / f.;???;Va chez le poissonnier chercher du saumon.;??????????;poissonnier /chercher /saumon;
alimentation;saveur;poivre;1;m.;??;Il faut mettre du poivre gris dans ta sauce.;??????????????;mettre /poivre /sauce /gris;
alimentation;légume;pomme de terre;1;f.;??;J'ai pris des pommes de terre pour les frites.;??????????;pomme de terre /frite prendre;
alimentation;fruit;pomme ;1;f.;??;Ce sont des pommes à cuire au four.;??????????;pomme /cuire /four;
alimentation;fruit;prune;1;f.;??;Il boit un alcool de prunes.;?????????;boire /alcool /prune;
alimentation;légume;purée;1;f.;?;J'ai préparé la purée aux pommes de terre.;????????;purée /pomme de terre /préparer;
alimentation;légume;radis;1;m.;??;J'ai prévu une botte de radis en entrée.;??????????;prévenir /botte /radis /entrée;
alimentation;fruit;raisin;1;m.;??;Je préfère le raisin blanc.;???????;préférer /raisin /blanc;
alimentation;légume;ramasser;1;v.;??;Je vais ramasser des noix.;???????;ramasser /noix;
alimentation;farine;ravioli;1;m.;????;Ces raviolis sont à la viande de porc.;?????????;ravioli /viande /porc;
alimentation;ustensile;réfrigérateur;1;m.;??;Mets vite le beurre au réfrigérateur.;??????????;beurre /réfrigérateur /mettre /vite;
alimentation;farine;sandwich;1;m.;???;J'ai avalé un sandwich à midi.;?????????;avaler /sandwich;
alimentation;saveur;sauce;1;f.;???;Je ferai une sauce béarnaise.;?????????;sauce /béarnais;
alimentation;viande;saucisse;1;f.;??;J'ai pris de la saucisse de Strasbourg.;???????????;saucisse /Strasbourg;
alimentation;farine;spaghetti;1;m.;????;Les spaghettis ne doivent pas cuire longtemps.;????????????;spaghetti /cuire /longtemps;
alimentation;farine;semoule;1;f.;???;J'ai raté mon gâteau de semoule.;???????????;rater /gâteau /semoule;
alimentation;ustensile;serviette (de table);1;f.;??;Range les serviettes.;???????;ranger /serviette;
alimentation;boire;soif;1;f.;??;Il a eu très soif après la course.;???????;soif /course;
alimentation;légume;soja;1;m.;??;Il y a de la sauce soja dans ce plat.;????????;sauce /soja /plat;
alimentation;manger;table;1;f.;??;C'est une table de pique-nique.;???????;table /pique-nique;
alimentation;farine;tartine;1;f.;???;Veux-tu une tartine grillée?;??????????;tartine /grillé;
alimentation;ustensile;tasse;1;f.;?;Prends les tasses à  café.;??????;tasse /café /prendre;
alimentation;boire;thé;1;m.;?;Ce thé est bien parfumé.;??????;thé /parfumer;
alimentation;fruit;tomate;1;f.;??;Les tomates sont bien mûres.;??????;tomate /mûr;
alimentation;sucrerie;vanille;1;f.;??;Mettez de la vanille dans le flan.;??????????;vanille /flan /mettre;
alimentation;alcool;vendange;1;f.;??????;Les vendanges ont commencé.;?????????;vendange /commencer;
alimentation;saveur;vinaigre;1;m.;?;J'utilise du vinaigre dans ma sauce.;??????????;vinaigre /sauce /utiliser;
alimentation;lait;yaourt;1;m.;??;Je vous ai pris des yaourts à la vanille.;?????????????;yaourt /vanille /prendre;
jeu et sport;jeu;jeu;0;m.;??;Quel est ton jeu préféré?;????????;jeu /préférer;
jeu et sport;jeu;jouer;1;v.;?;A quoi voudrais-tu jouer?;??????;quoi /jouer;
jeu et sport;jeu;joueur, euse;1;m./f.;??;C'est un joueur d'échecs.;????????;joueur /échecs;
jeu et sport;jouet;jouet;0;m.;??;Ce jouet est cassé.;???????;jouet /casser;
jeu et sport;jouet;balle;1;f.;?;Lance moi la balle.;?????;lancer /balle;
jeu et sport;jouet;boule;1;f.;?;Il joue aux boules (pétanque) tous les samedis.;??????????;jouer /boule /samedi /pétanque;
jeu et sport;jouet;bille;1;f.;??;C'est la boîte où il range ses billes.;?????????;boîte /ranger /bille;
jeu et sport;jeu de société;jeu de société;0;m.;????;Le scrabbleTM et le monopolyTM sont des jeux de société.;??????????????;scrabbleTM /monopolyTM /jeu /société;
jeu et sport;jeu de société;scrabbleTM;1;m.;????;Le scrabbleTM est un bon exercice pour apprendre l'orthographe.;????????????????;scrabble /exercice /apprendre /orthographe;
jeu et sport;jeu de société;monopolyTM;1;m.;???;Dans le monopolyTM, on achète et on vend des maisons.;?????????????;monopolyTM /acheter /vendre /maison;
jeu et sport;partie;partie;0;f.;??;C'est un jeu en plusieurs parties.;????????????;jeu /partie;
jeu et sport;partie;match;1;m.;??;On a gagné ce match.;?????????;match /gagner;
jeu et sport;partie;gagner;1;v.;?;Il joue pour gagner.;?????????;jouer /gagner;
jeu et sport;partie;gain;1;m.;?;A combien s'élèvent ses gains au jeu?;???????????????;élever (s')/gain /jeu /combien;
jeu et sport;partie;perdre;1;v.;?;Il ne faut pas perdre cette partie.;???????;perdre /partie;
jeu et sport;échecs;échecs;0;m.pl.;????;Sais-tu jouer aux échecs?;?????????;jouer /échecs;
jeu et sport;échecs;roi;1;m.;?;Le jeu d'échecs comprend de nombreuses pièces : le roi, la reine, la tour, le fou, le cavalier et les pions.;???????????????????????;jeu /échecs /comprendre /pièce /roi /reine /tour /fou /cavalier /pion;
jeu et sport;échecs;reine;1;f.;?;Le jeu d'échecs comprend de nombreuses pièces : le roi, la reine, la tour, le fou, le cavalier, et les pions.;???????????????????????;jeu /échecs /comprendre /pièce /roi /reine /tour /fou /cavalier /pion;
jeu et sport;échecs;fou;1;m.;?;Le jeu d'échecs comprend de nombreuses pièces : le roi, la reine, la tour, le fou, le cavalier, et les pions.;???????????????????????;jeu /échecs /comprendre /pièce /roi /reine /tour /fou /cavalier /pion;
jeu et sport;échecs;tour;1;f.;?;Le jeu d'échecs comprend de nombreuses pièces : le roi, la reine, la tour, le fou, le cavalier, et les pions.;???????????????????????;jeu /échecs /comprendre /pièce /roi /reine /tour /fou /cavalier /pion;
jeu et sport;échecs;pion;1;m.;?;Le jeu d'échecs comprend de nombreuses pièces : le roi, la reine, la tour, le fou, le cavalier, et les pions.;???????????????????????;jeu /échecs /comprendre /pièce /roi /reine /tour /fou /cavalier /pion;
jeu et sport;échecs;cavalier;1;m.;?;Le jeu d'échecs comprend de nombreuses pièces : le roi, la reine, la tour, le fou, le cavalier, et les pions.;???????????????????????;jeu /échecs /comprendre /pièce /roi /reine /tour /fou /cavalier /pion;
jeu et sport;échecs;mat ;1;m.;??;Il a été fait échec et mat !;??????;échec /mat;
jeu et sport;jeu d'argent;jeu d'argent;0;m.;????;Il joue souvent de l'argent aux courses de chevaux.;??????;jouer /argent /course de chevaux;
jeu et sport;jeu d'argent;casino;1;m.;??;Elle se rend au casino une fois par an.;??????????;rendre (se) /casino /fois /an;
jeu et sport;jeu d'argent;parier;1;v.;?;Je vais parier sur ce cheval.;???????;parier /cheval;
jeu et sport;jeu d'argent;pari ;;m.;??;C'est un pari risqué.;??????????;pari /risqué;
jeu et sport;jeu vidéo;jeu vidéo;0;m.;????;J'ai un nouveau jeu vidéo.;???????????;jeu /vidéo;
jeu et sport;jeu vidéo;console;1;f.;???;Ils lui ont acheté une nouvelle console.;?????????????;acheter /console;
jeu et sport;jeu de cartes ;jeu de cartes;0;m.;????;Est-ce que tu as un jeu de cartes ici ?;????????;jeu /carte;
jeu et sport;jeu de cartes ;carreau;1;m.;??;Les cartes se divisent en carreau, pique, cœur et trèfle.;????????????????;carte /diviser (se) /carreau /pique /cœur /trèfle;
jeu et sport;jeu de cartes ;carte;1;f.;??;As-tu des cartes à jouer?;??????;carte /jouer /avoir;
jeu et sport;jeu de cartes ;as;1;m.;A;J'ai trois as dans mon jeu.;??????A?;trois /as /jeu;
jeu et sport;jeu de cartes ;cœur;1;m.;??;Les cartes se divisent en carreau, pique, cœur et trèfle.;????????????????;carte /diviser (se) /carreau /pique /cœur /trèfle;
jeu et sport;jeu de cartes ;pique;1;m.;??;Les cartes se divisent en carreau, pique, cœur et trèfle.;????????????????;carte /diviser (se) /carreau /pique /cœur /trèfle;
jeu et sport;jeu de cartes ;trèfle;1;m.;??;Les cartes se divisent en carreau, pique, cœur et trèfle.;????????????????;carte /diviser (se) /carreau/pique/cœur/trèfle;
jeu et sport;sport;sport;0;m.;??;Ils pratiquent plusieurs sports.;?????????;pratiquer /sport;
jeu et sport;sport;sportif, ive;1;adj.;?????;Il est très sportif depuis tout petit.;?????????;sportif /depuis /petit;
jeu et sport;sport;arbitre;1;m.;???;Elle veut être arbitre professionnel.;???????????;arbitre /professionnel;
jeu et sport;sport;arbitrage;1;m.;??;L'arbitrage était parfait durant ce match.;???????????;arbitrage /parfait /match;
jeu et sport;sport;arbitrer;1;v.;??;C'est parfois difficile d'arbitrer un match.;???????????;arbitrer /match /difficile;
jeu et sport;sport;juger*;1;v.;??;Il a jugé que la balle était dehors.;????????;juger /balle /dehors;
jeu et sport;sport;équipe;1;f.;?;Tous les joueurs sont de la même équipe.;??????????????;joueur /équipe;
jeu et sport;sport;compétition;1;f.;??;Il va participer à une compétition de surf.;???????????;participer /compétition/surf;
jeu et sport;sport;record;1;m.;??;C'est un nouveau record du monde du 100 m .;??100????????;nouveau /record /monde;
jeu et sport;sport;entraîner (s');1;v.;??;On va s'entraîner au tennis.;???????;entraîner (s') /tennis;
jeu et sport;sport;entraîneur, euse;1;m. / f.;??;Après sa carrière, il est devenu entraîneur.;??????????;carrière /devenir /entraîneur;
jeu et sport;sport;Jeux Olympiques;1;pl.;???;Les jeux Olympiques sont un grand rendez-vous planétaire.;?????????;jeux Olympiques /rendez-vous /planétaire;
jeu et sport;sport;stade;1;m.;???;Elle avait le trac quand elle est entrée sur le stade.;????????????;trac /entrer /stade;
jeu et sport;sport;handball;1;m.;??;J'ai repris le hand-ball.;????????;hand-ball /reprendre;
jeu et sport;sport;base-ball;1;m.;??;Au base-ball il faut renvoyer la balle.;??????????;base-ball /renvoyer /balle;
jeu et sport;boxe;boxe;0;f.;??;Le match de boxe va être télévisé.;?????????;match /boxe /téléviser;
jeu et sport;boxe;boxeur, euse;1;n.;???;Quand on est boxeur, il ne faut pas avoir peur des coups.;???????????;boxeur /peur /coup;
jeu et sport;boxe;boxer;1;v.;???;Il boxe dans la catégorie des poids légers.;?????????;boxer /catégorie /poids /léger;
jeu et sport;boxe;ring;1;m.;???;Il est monté sur le ring sûr de gagner.;????????????;monter /ring /gagner;
jeu et sport;natation;natation;1;f.;??;La natation est un sport qui demande beaucoup d'effort.;??????????????;natation /sport /demander /effort;
jeu et sport;natation;piscine;1;f.;???;C'est une piscine chauffée.;?????????;piscine /chauffée;
jeu et sport;natation;brasse;1;f.;??;Est-ce que tu nages la brasse ou le crawl?;??????????;nager /brasse /crawl;
jeu et sport;natation;nager;0;v.;??;;;tag;
jeu et sport;natation;crawl;1;m.;???;Est-ce que tu nages la brasse ou le crawl?;??????????;nager /brasse /crawl;
jeu et sport;basket-ball;basket-ball;0;m.;??;Il joue très bien au basket-ball.;????????;jouer /basket-ball;
jeu et sport;basket-ball;panier;1;m.;??;Elle a marqué trois paniers.;???????;marquer /panier;
jeu et sport;basket-ball;marcher;1;v.;??;Quand on marche au basket-ball, on commet une faute.;???????????;marcher /basket-ball /commettre /faute;
jeu et sport;football;football;0;m.;??;Le football est mon sport préféré.;??????;football /sport /préférer;
jeu et sport;football;football américain;1;m.;????;Connaissez-vous le football américain?;??????????;football /américain /connaître;
jeu et sport;football;gardien de but;1;n.;???;Le gardien de but n'a pu arrêter la balle.;?????????;gardien de but /arrêter /balle;
jeu et sport;football;cage;1;f.;??;Le ballon n'est pas entré dans la cage.;??????;ballon /entrer /cage;
jeu et sport;football;attaquant;1;n.;??;Il a toujours été attaquant.;???????;attaquant;
jeu et sport;football;défenseur;1;m.;??;Je joue comme défenseur.;?????;jouer /défenseur;
jeu et sport;rugby;rugby;0;m.;???;Nous sommes au même club de rugby.;?????????????;club /rugby;
jeu et sport;rugby;poteau;1;m.;?/?;La balle a rebondi sur le poteau.;??????????;balle /rebondir poteau;
jeu et sport;rugby;essai;1;m.;???????????;Ils ont marqué trois essais.;????????????????;marquer /essai;
jeu et sport;tennis;tennis;1;m.;??;Veux-tu faire une partie de tennis?;???????;partie /tennis;
jeu et sport;tennis;raquette;1;f.;??;Cette raquette est plus légère que l'autre.;???????????;raquette /légère;
jeu et sport;tennis;filet;1;m.;?;La balle a été arrêtée par le filet.;????????;balle /arrêter /filet;
jeu et sport;athlétisme;athlétisme;0;m.;????;Il pratique l'athlétisme depuis huit ans.;?????????????;pratiquer /athlétisme;
jeu et sport;athlétisme;course;1;f.;??;C'est une course sur 100 mètres;???????;course /mètre;
jeu et sport;athlétisme;athlète;1;n.;???;Cet athlète est mondialement reconnu.;??????????;athlète /mondialement /reconnu;
jeu et sport;athlétisme;lancer de poids;1;m.;??;Il a choisi le lancer de poids comme discipline. ;???????;choisir /lancer de poids /discipline;
jeu et sport;athlétisme;lancer de javelot;1;m.;??;Son lancer de javelot est très pur.;???????????;lancer de javelot /pur;
société;cirque;acrobatie;1;f.;??;Elle fait de l'acrobatie sur une corde.;??????????;acrobatie /corde;
société;cirque;acrobatique;1;adj.;???;C'est une danse très acrobatique.;???????????;danse /acrobatique;
société;cirque;acrobate;1;n.;??;Elle rêve de devenir acrobate.;??????????;rêver /devenir /acrobate;
jeu et sport;jeu;amuser;1;v.;??;C'est pour amuser les enfants.;???????????;amuser /enfant;
jeu et sport;jouet;balançoire;1;f.;??;J'ai installé une balançoire dans le jardin.;????????????;installer /balançoire /jardin;
jeu et sport;jouet;ballon;1;m.;?;Je lui ai offert un ballon de rugby.;??????????;offrir /ballon /rugby;
jeu et sport;jeu;cache-cache;1;m.;???;Veux-tu jouer à cache-cache?;????????;jouer /cache-cache;
société;fête;carnaval;1;m.;???;C'est bientôt le carnaval.;?????????;carnaval /bientôt;
jeu et sport;jouet;cerf-volant;1;m.;??;Mon cerf-volant va plus haut que le tien.;???????????;cerf-volant /haut;
jeu et sport;sport;champion, ne;1;adj. / n.;??;Elle devenue une championne en natation.;????????;champion,ne /natation /devenir;
jeu et sport;jouet;cible;1;f.;??;Je vais tirer dans la cible.;??????;tirer /cible;
société;cirque;cirque;0;m.;???;Nous allons au cirque ce week-end.;???????????;cirque /week-end /aller;
société;cirque;clown;1;m.;??;Ce clown nous a fait bien rire.;???????????;clown /rire;
jeu et sport;jouet;dé;1;m.;??;A toi de jeter le dé.;??????;jeter /dé;
jeu et sport;jouet;domino;1;m.;???;Faisons une partie de dominos;???????????;partie /domino;
jeu et sport;sport;doper;1;v.;?????;Ce coureur s'est dopé.;??????????????;coureur /doper (se);
jeu et sport;sport;dopage;1;m.;???;Le dopage est trop fréquent dans le sport.;????????????;dopage /fréquent /sport;
jeu et sport;sport;golf;1;m.;???;Le terrain de golf n'est pas loin.;????????;terrain /golf /loin;
jeu et sport;sport;gymnastique;1;f.;??;Elle a choisi de faire de la gymnastique.;????????;gymnastique /choisir /faire;
jeu et sport;sport;judo;1;m.;??;Où est la salle de judo?;???????;salle /judo;
jeu et sport;sport;karaté;1;m.;???;Vous faites du karaté?;???????;karaté /faire;
jeu et sport;jouet;luge;1;f.;???;J'ai fait une descente sur la luge.;??????????;descente /luge;
jeu et sport;jouet;manège;1;m.;????;Les enfants sont montés dans le manège.;??????????;enfant /monter /manège;
jeu et sport;partie;mi-temps;1;f.;??;C'est déjà la mi-temps.;????????;mi-temps;
jeu et sport;partie;nul, le;1;adj./m.;??;Cela c'est fini par un match nul.;??????????;finir /match /nul;
jeu et sport;ski;patiner;1;v.;??;Nous allons patiner tout l'après-midi.;?????????;patiner /après-midi;
